column_variable,total_missing,percent_missing
rh_G_and_S_subcentral_curvind_D,0,0.0
rh_G_and_S_transv_frontopol_curvind_D,0,0.0
rh_G_and_S_cingul.Ant_curvind_D,0,0.0
rh_G_and_S_cingul.Mid.Ant_curvind_D,0,0.0
rh_G_and_S_cingul.Mid.Post_curvind_D,0,0.0
rh_G_cingul.Post.dorsal_curvind_D,0,0.0
rh_G_cingul.Post.ventral_curvind_D,0,0.0
rh_G_cuneus_curvind_D,0,0.0
rh_G_front_inf.Opercular_curvind_D,0,0.0
rh_G_front_inf.Orbital_curvind_D,0,0.0
rh_G_front_inf.Triangul_curvind_D,0,0.0
rh_G_front_middle_curvind_D,0,0.0
rh_G_front_sup_curvind_D,0,0.0
rh_G_Ins_lg_and_S_cent_ins_curvind_D,0,0.0
rh_G_insular_short_curvind_D,0,0.0
rh_G_occipital_middle_curvind_D,0,0.0
rh_G_occipital_sup_curvind_D,0,0.0
rh_G_oc.temp_lat.fusifor_curvind_D,0,0.0
rh_G_oc.temp_med.Lingual_curvind_D,0,0.0
rh_G_oc.temp_med.Parahip_curvind_D,0,0.0
rh_G_orbital_curvind_D,0,0.0
rh_G_pariet_inf.Angular_curvind_D,0,0.0
rh_G_pariet_inf.Supramar_curvind_D,0,0.0
rh_G_parietal_sup_curvind_D,0,0.0
rh_G_postcentral_curvind_D,0,0.0
rh_G_precentral_curvind_D,0,0.0
rh_G_precuneus_curvind_D,0,0.0
rh_G_rectus_curvind_D,0,0.0
rh_G_subcallosal_curvind_D,0,0.0
rh_G_temp_sup.G_T_transv_curvind_D,0,0.0
rh_G_temp_sup.Lateral_curvind_D,0,0.0
rh_G_temp_sup.Plan_polar_curvind_D,0,0.0
rh_G_temp_sup.Plan_tempo_curvind_D,0,0.0
rh_G_temporal_inf_curvind_D,0,0.0
rh_G_temporal_middle_curvind_D,0,0.0
rh_Lat_Fis.ant.Horizont_curvind_D,0,0.0
rh_Lat_Fis.ant.Vertical_curvind_D,0,0.0
rh_Lat_Fis.post_curvind_D,0,0.0
rh_Pole_occipital_curvind_D,0,0.0
rh_Pole_temporal_curvind_D,0,0.0
rh_S_calcarine_curvind_D,0,0.0
rh_S_central_curvind_D,0,0.0
rh_S_cingul.Marginalis_curvind_D,0,0.0
rh_S_circular_insula_ant_curvind_D,0,0.0
rh_S_circular_insula_inf_curvind_D,0,0.0
rh_S_circular_insula_sup_curvind_D,0,0.0
rh_S_collat_transv_ant_curvind_D,0,0.0
rh_S_collat_transv_post_curvind_D,0,0.0
rh_S_front_inf_curvind_D,0,0.0
rh_S_front_middle_curvind_D,0,0.0
rh_S_front_sup_curvind_D,0,0.0
rh_S_interm_prim.Jensen_curvind_D,0,0.0
rh_S_intrapariet_and_P_trans_curvind_D,0,0.0
rh_S_oc_middle_and_Lunatus_curvind_D,0,0.0
rh_S_oc_sup_and_transversal_curvind_D,0,0.0
rh_S_occipital_ant_curvind_D,0,0.0
rh_S_oc.temp_lat_curvind_D,0,0.0
rh_S_oc.temp_med_and_Lingual_curvind_D,0,0.0
rh_S_orbital_lateral_curvind_D,0,0.0
rh_S_orbital_med.olfact_curvind_D,0,0.0
rh_S_orbital.H_Shaped_curvind_D,0,0.0
rh_S_parieto_occipital_curvind_D,0,0.0
rh_S_pericallosal_curvind_D,0,0.0
rh_S_postcentral_curvind_D,0,0.0
rh_S_precentral.inf.part_curvind_D,0,0.0
rh_S_precentral.sup.part_curvind_D,0,0.0
rh_S_suborbital_curvind_D,0,0.0
rh_S_subparietal_curvind_D,0,0.0
rh_S_temporal_inf_curvind_D,0,0.0
rh_S_temporal_sup_curvind_D,0,0.0
rh_S_temporal_transverse_curvind_D,0,0.0
rh_G_and_S_frontomargin_area_D,0,0.0
rh_G_and_S_occipital_inf_area_D,0,0.0
rh_G_and_S_paracentral_area_D,0,0.0
rh_G_and_S_subcentral_area_D,0,0.0
rh_G_and_S_transv_frontopol_area_D,0,0.0
rh_G_and_S_cingul.Ant_area_D,0,0.0
rh_G_and_S_cingul.Mid.Ant_area_D,0,0.0
rh_G_and_S_cingul.Mid.Post_area_D,0,0.0
rh_G_cingul.Post.dorsal_area_D,0,0.0
rh_G_cingul.Post.ventral_area_D,0,0.0
rh_G_cuneus_area_D,0,0.0
rh_G_front_inf.Opercular_area_D,0,0.0
rh_G_front_inf.Orbital_area_D,0,0.0
rh_G_front_inf.Triangul_area_D,0,0.0
rh_G_front_middle_area_D,0,0.0
rh_G_front_sup_area_D,0,0.0
rh_G_Ins_lg_and_S_cent_ins_area_D,0,0.0
rh_G_insular_short_area_D,0,0.0
rh_G_occipital_middle_area_D,0,0.0
rh_G_occipital_sup_area_D,0,0.0
rh_G_oc.temp_lat.fusifor_area_D,0,0.0
rh_G_oc.temp_med.Lingual_area_D,0,0.0
rh_G_oc.temp_med.Parahip_area_D,0,0.0
rh_G_orbital_area_D,0,0.0
rh_G_pariet_inf.Angular_area_D,0,0.0
rh_G_pariet_inf.Supramar_area_D,0,0.0
rh_G_parietal_sup_area_D,0,0.0
rh_G_postcentral_area_D,0,0.0
rh_G_precentral_area_D,0,0.0
rh_G_precuneus_area_D,0,0.0
rh_G_rectus_area_D,0,0.0
rh_G_subcallosal_area_D,0,0.0
rh_G_temp_sup.G_T_transv_area_D,0,0.0
rh_G_temp_sup.Lateral_area_D,0,0.0
rh_G_temp_sup.Plan_polar_area_D,0,0.0
rh_G_temp_sup.Plan_tempo_area_D,0,0.0
rh_G_temporal_inf_area_D,0,0.0
rh_G_temporal_middle_area_D,0,0.0
rh_Lat_Fis.ant.Horizont_area_D,0,0.0
rh_Lat_Fis.ant.Vertical_area_D,0,0.0
rh_Lat_Fis.post_area_D,0,0.0
rh_Pole_occipital_area_D,0,0.0
rh_Pole_temporal_area_D,0,0.0
rh_S_calcarine_area_D,0,0.0
rh_S_central_area_D,0,0.0
rh_S_cingul.Marginalis_area_D,0,0.0
rh_S_circular_insula_ant_area_D,0,0.0
rh_S_circular_insula_inf_area_D,0,0.0
rh_S_circular_insula_sup_area_D,0,0.0
rh_S_collat_transv_ant_area_D,0,0.0
rh_S_collat_transv_post_area_D,0,0.0
rh_S_front_inf_area_D,0,0.0
rh_S_front_middle_area_D,0,0.0
rh_S_front_sup_area_D,0,0.0
rh_S_interm_prim.Jensen_area_D,0,0.0
rh_S_intrapariet_and_P_trans_area_D,0,0.0
rh_S_oc_middle_and_Lunatus_area_D,0,0.0
rh_S_oc_sup_and_transversal_area_D,0,0.0
rh_S_occipital_ant_area_D,0,0.0
rh_S_oc.temp_lat_area_D,0,0.0
rh_S_oc.temp_med_and_Lingual_area_D,0,0.0
rh_S_orbital_lateral_area_D,0,0.0
rh_S_orbital_med.olfact_area_D,0,0.0
rh_S_orbital.H_Shaped_area_D,0,0.0
rh_S_parieto_occipital_area_D,0,0.0
rh_S_pericallosal_area_D,0,0.0
rh_S_postcentral_area_D,0,0.0
rh_S_precentral.inf.part_area_D,0,0.0
rh_S_precentral.sup.part_area_D,0,0.0
rh_S_suborbital_area_D,0,0.0
rh_S_subparietal_area_D,0,0.0
rh_S_temporal_inf_area_D,0,0.0
rh_S_temporal_sup_area_D,0,0.0
rh_S_temporal_transverse_area_D,0,0.0
rh_WhiteSurfArea_area_D,0,0.0
lh_G_and_S_frontomargin_volume_D,0,0.0
lh_G_and_S_occipital_inf_volume_D,0,0.0
lh_G_and_S_paracentral_volume_D,0,0.0
lh_G_and_S_subcentral_volume_D,0,0.0
lh_G_and_S_transv_frontopol_volume_D,0,0.0
lh_G_and_S_cingul.Ant_volume_D,0,0.0
lh_G_and_S_cingul.Mid.Ant_volume_D,0,0.0
lh_G_and_S_cingul.Mid.Post_volume_D,0,0.0
lh_G_cingul.Post.dorsal_volume_D,0,0.0
lh_G_cingul.Post.ventral_volume_D,0,0.0
lh_G_cuneus_volume_D,0,0.0
lh_G_front_inf.Opercular_volume_D,0,0.0
lh_G_front_inf.Orbital_volume_D,0,0.0
lh_G_front_inf.Triangul_volume_D,0,0.0
lh_G_front_middle_volume_D,0,0.0
lh_G_front_sup_volume_D,0,0.0
lh_G_Ins_lg_and_S_cent_ins_volume_D,0,0.0
lh_G_insular_short_volume_D,0,0.0
lh_G_occipital_middle_volume_D,0,0.0
lh_G_occipital_sup_volume_D,0,0.0
lh_G_oc.temp_lat.fusifor_volume_D,0,0.0
lh_G_oc.temp_med.Lingual_volume_D,0,0.0
lh_G_oc.temp_med.Parahip_volume_D,0,0.0
lh_G_orbital_volume_D,0,0.0
lh_G_pariet_inf.Angular_volume_D,0,0.0
lh_G_pariet_inf.Supramar_volume_D,0,0.0
lh_G_parietal_sup_volume_D,0,0.0
lh_G_postcentral_volume_D,0,0.0
lh_G_precentral_volume_D,0,0.0
lh_G_precuneus_volume_D,0,0.0
lh_G_rectus_volume_D,0,0.0
lh_G_subcallosal_volume_D,0,0.0
lh_G_temp_sup.G_T_transv_volume_D,0,0.0
lh_G_temp_sup.Lateral_volume_D,0,0.0
lh_G_temp_sup.Plan_polar_volume_D,0,0.0
lh_G_temp_sup.Plan_tempo_volume_D,0,0.0
lh_G_temporal_inf_volume_D,0,0.0
lh_G_temporal_middle_volume_D,0,0.0
lh_Lat_Fis.ant.Horizont_volume_D,0,0.0
lh_Lat_Fis.ant.Vertical_volume_D,0,0.0
lh_Lat_Fis.post_volume_D,0,0.0
lh_Pole_occipital_volume_D,0,0.0
lh_Pole_temporal_volume_D,0,0.0
lh_S_calcarine_volume_D,0,0.0
lh_S_central_volume_D,0,0.0
lh_S_cingul.Marginalis_volume_D,0,0.0
lh_S_circular_insula_ant_volume_D,0,0.0
lh_S_circular_insula_inf_volume_D,0,0.0
lh_S_circular_insula_sup_volume_D,0,0.0
lh_S_collat_transv_ant_volume_D,0,0.0
lh_S_collat_transv_post_volume_D,0,0.0
lh_S_front_inf_volume_D,0,0.0
lh_S_front_middle_volume_D,0,0.0
lh_S_front_sup_volume_D,0,0.0
lh_S_interm_prim.Jensen_volume_D,0,0.0
lh_S_intrapariet_and_P_trans_volume_D,0,0.0
lh_S_oc_middle_and_Lunatus_volume_D,0,0.0
lh_S_oc_sup_and_transversal_volume_D,0,0.0
lh_S_occipital_ant_volume_D,0,0.0
lh_S_oc.temp_lat_volume_D,0,0.0
lh_S_oc.temp_med_and_Lingual_volume_D,0,0.0
lh_S_orbital_lateral_volume_D,0,0.0
lh_S_orbital_med.olfact_volume_D,0,0.0
lh_S_orbital.H_Shaped_volume_D,0,0.0
lh_S_parieto_occipital_volume_D,0,0.0
lh_S_pericallosal_volume_D,0,0.0
lh_S_postcentral_volume_D,0,0.0
lh_S_precentral.inf.part_volume_D,0,0.0
lh_S_precentral.sup.part_volume_D,0,0.0
lh_S_suborbital_volume_D,0,0.0
lh_S_subparietal_volume_D,0,0.0
lh_S_temporal_inf_volume_D,0,0.0
lh_S_temporal_sup_volume_D,0,0.0
lh_S_temporal_transverse_volume_D,0,0.0
lh_G_and_S_frontomargin_thicknessstd_D,0,0.0
lh_G_and_S_occipital_inf_thicknessstd_D,0,0.0
lh_G_and_S_paracentral_thicknessstd_D,0,0.0
lh_G_and_S_subcentral_thicknessstd_D,0,0.0
lh_G_and_S_transv_frontopol_thicknessstd_D,0,0.0
lh_G_and_S_cingul.Ant_thicknessstd_D,0,0.0
lh_G_and_S_cingul.Mid.Ant_thicknessstd_D,0,0.0
lh_G_and_S_cingul.Mid.Post_thicknessstd_D,0,0.0
lh_G_cingul.Post.dorsal_thicknessstd_D,0,0.0
lh_G_cingul.Post.ventral_thicknessstd_D,0,0.0
lh_G_cuneus_thicknessstd_D,0,0.0
lh_G_front_inf.Opercular_thicknessstd_D,0,0.0
lh_G_front_inf.Orbital_thicknessstd_D,0,0.0
lh_G_front_inf.Triangul_thicknessstd_D,0,0.0
lh_G_front_middle_thicknessstd_D,0,0.0
lh_G_front_sup_thicknessstd_D,0,0.0
lh_G_Ins_lg_and_S_cent_ins_thicknessstd_D,0,0.0
lh_G_insular_short_thicknessstd_D,0,0.0
lh_G_occipital_middle_thicknessstd_D,0,0.0
lh_G_occipital_sup_thicknessstd_D,0,0.0
lh_G_oc.temp_lat.fusifor_thicknessstd_D,0,0.0
lh_G_oc.temp_med.Lingual_thicknessstd_D,0,0.0
lh_G_oc.temp_med.Parahip_thicknessstd_D,0,0.0
lh_G_orbital_thicknessstd_D,0,0.0
lh_G_pariet_inf.Angular_thicknessstd_D,0,0.0
lh_G_pariet_inf.Supramar_thicknessstd_D,0,0.0
lh_G_parietal_sup_thicknessstd_D,0,0.0
lh_G_postcentral_thicknessstd_D,0,0.0
lh_G_precentral_thicknessstd_D,0,0.0
lh_G_precuneus_thicknessstd_D,0,0.0
lh_G_rectus_thicknessstd_D,0,0.0
lh_G_subcallosal_thicknessstd_D,0,0.0
lh_G_temp_sup.G_T_transv_thicknessstd_D,0,0.0
lh_G_temp_sup.Lateral_thicknessstd_D,0,0.0
lh_G_temp_sup.Plan_polar_thicknessstd_D,0,0.0
lh_G_temp_sup.Plan_tempo_thicknessstd_D,0,0.0
lh_G_temporal_inf_thicknessstd_D,0,0.0
lh_G_temporal_middle_thicknessstd_D,0,0.0
lh_Lat_Fis.ant.Horizont_thicknessstd_D,0,0.0
lh_Lat_Fis.ant.Vertical_thicknessstd_D,0,0.0
lh_Lat_Fis.post_thicknessstd_D,0,0.0
lh_Pole_occipital_thicknessstd_D,0,0.0
lh_Pole_temporal_thicknessstd_D,0,0.0
lh_S_calcarine_thicknessstd_D,0,0.0
lh_S_central_thicknessstd_D,0,0.0
lh_S_cingul.Marginalis_thicknessstd_D,0,0.0
lh_S_circular_insula_ant_thicknessstd_D,0,0.0
lh_S_circular_insula_inf_thicknessstd_D,0,0.0
lh_S_circular_insula_sup_thicknessstd_D,0,0.0
lh_S_collat_transv_ant_thicknessstd_D,0,0.0
lh_S_collat_transv_post_thicknessstd_D,0,0.0
lh_S_front_inf_thicknessstd_D,0,0.0
lh_S_front_middle_thicknessstd_D,0,0.0
lh_S_front_sup_thicknessstd_D,0,0.0
lh_S_interm_prim.Jensen_thicknessstd_D,0,0.0
lh_S_intrapariet_and_P_trans_thicknessstd_D,0,0.0
lh_S_oc_middle_and_Lunatus_thicknessstd_D,0,0.0
lh_S_oc_sup_and_transversal_thicknessstd_D,0,0.0
lh_S_occipital_ant_thicknessstd_D,0,0.0
lh_S_oc.temp_lat_thicknessstd_D,0,0.0
lh_S_oc.temp_med_and_Lingual_thicknessstd_D,0,0.0
lh_S_orbital_lateral_thicknessstd_D,0,0.0
lh_S_orbital_med.olfact_thicknessstd_D,0,0.0
lh_S_orbital.H_Shaped_thicknessstd_D,0,0.0
lh_S_parieto_occipital_thicknessstd_D,0,0.0
lh_S_pericallosal_thicknessstd_D,0,0.0
lh_S_postcentral_thicknessstd_D,0,0.0
lh_S_precentral.inf.part_thicknessstd_D,0,0.0
lh_S_precentral.sup.part_thicknessstd_D,0,0.0
lh_S_suborbital_thicknessstd_D,0,0.0
lh_S_subparietal_thicknessstd_D,0,0.0
lh_S_temporal_inf_thicknessstd_D,0,0.0
lh_S_temporal_sup_thicknessstd_D,0,0.0
lh_S_temporal_transverse_thicknessstd_D,0,0.0
lh_G_and_S_frontomargin_thickness_D,0,0.0
lh_G_and_S_occipital_inf_thickness_D,0,0.0
lh_G_and_S_paracentral_thickness_D,0,0.0
lh_G_and_S_subcentral_thickness_D,0,0.0
lh_G_and_S_transv_frontopol_thickness_D,0,0.0
lh_G_and_S_cingul.Ant_thickness_D,0,0.0
lh_G_and_S_cingul.Mid.Ant_thickness_D,0,0.0
lh_G_and_S_cingul.Mid.Post_thickness_D,0,0.0
lh_G_cingul.Post.dorsal_thickness_D,0,0.0
lh_G_cingul.Post.ventral_thickness_D,0,0.0
lh_G_cuneus_thickness_D,0,0.0
lh_G_front_inf.Opercular_thickness_D,0,0.0
lh_G_front_inf.Orbital_thickness_D,0,0.0
lh_G_front_inf.Triangul_thickness_D,0,0.0
lh_G_front_middle_thickness_D,0,0.0
lh_G_front_sup_thickness_D,0,0.0
lh_G_Ins_lg_and_S_cent_ins_thickness_D,0,0.0
lh_G_insular_short_thickness_D,0,0.0
lh_G_occipital_middle_thickness_D,0,0.0
lh_G_occipital_sup_thickness_D,0,0.0
lh_G_oc.temp_lat.fusifor_thickness_D,0,0.0
lh_G_oc.temp_med.Lingual_thickness_D,0,0.0
lh_G_oc.temp_med.Parahip_thickness_D,0,0.0
lh_G_orbital_thickness_D,0,0.0
lh_G_pariet_inf.Angular_thickness_D,0,0.0
lh_G_pariet_inf.Supramar_thickness_D,0,0.0
lh_G_parietal_sup_thickness_D,0,0.0
lh_G_postcentral_thickness_D,0,0.0
lh_G_precentral_thickness_D,0,0.0
lh_G_precuneus_thickness_D,0,0.0
lh_G_rectus_thickness_D,0,0.0
lh_G_subcallosal_thickness_D,0,0.0
lh_G_temp_sup.G_T_transv_thickness_D,0,0.0
lh_G_temp_sup.Lateral_thickness_D,0,0.0
lh_G_temp_sup.Plan_polar_thickness_D,0,0.0
lh_G_temp_sup.Plan_tempo_thickness_D,0,0.0
lh_G_temporal_inf_thickness_D,0,0.0
lh_G_temporal_middle_thickness_D,0,0.0
lh_Lat_Fis.ant.Horizont_thickness_D,0,0.0
lh_Lat_Fis.ant.Vertical_thickness_D,0,0.0
lh_Lat_Fis.post_thickness_D,0,0.0
lh_Pole_occipital_thickness_D,0,0.0
lh_Pole_temporal_thickness_D,0,0.0
lh_S_calcarine_thickness_D,0,0.0
lh_S_central_thickness_D,0,0.0
lh_S_cingul.Marginalis_thickness_D,0,0.0
lh_S_circular_insula_ant_thickness_D,0,0.0
lh_S_circular_insula_inf_thickness_D,0,0.0
lh_S_circular_insula_sup_thickness_D,0,0.0
lh_S_collat_transv_ant_thickness_D,0,0.0
lh_S_collat_transv_post_thickness_D,0,0.0
lh_S_front_inf_thickness_D,0,0.0
lh_S_front_middle_thickness_D,0,0.0
lh_S_front_sup_thickness_D,0,0.0
lh_S_interm_prim.Jensen_thickness_D,0,0.0
lh_S_intrapariet_and_P_trans_thickness_D,0,0.0
lh_S_oc_middle_and_Lunatus_thickness_D,0,0.0
lh_S_oc_sup_and_transversal_thickness_D,0,0.0
lh_S_occipital_ant_thickness_D,0,0.0
lh_S_oc.temp_lat_thickness_D,0,0.0
lh_S_oc.temp_med_and_Lingual_thickness_D,0,0.0
lh_S_orbital_lateral_thickness_D,0,0.0
lh_S_orbital_med.olfact_thickness_D,0,0.0
lh_S_orbital.H_Shaped_thickness_D,0,0.0
lh_S_parieto_occipital_thickness_D,0,0.0
lh_S_pericallosal_thickness_D,0,0.0
lh_S_postcentral_thickness_D,0,0.0
lh_S_precentral.inf.part_thickness_D,0,0.0
lh_S_precentral.sup.part_thickness_D,0,0.0
lh_S_suborbital_thickness_D,0,0.0
lh_S_subparietal_thickness_D,0,0.0
lh_S_temporal_inf_thickness_D,0,0.0
lh_S_temporal_sup_thickness_D,0,0.0
lh_S_temporal_transverse_thickness_D,0,0.0
lh_MeanThickness_thickness_D,0,0.0
lh_G_and_S_frontomargin_meancurv_D,0,0.0
lh_G_and_S_occipital_inf_meancurv_D,0,0.0
lh_G_and_S_paracentral_meancurv_D,0,0.0
lh_G_and_S_subcentral_meancurv_D,0,0.0
lh_G_and_S_transv_frontopol_meancurv_D,0,0.0
lh_G_and_S_cingul.Ant_meancurv_D,0,0.0
lh_G_and_S_cingul.Mid.Ant_meancurv_D,0,0.0
lh_G_and_S_cingul.Mid.Post_meancurv_D,0,0.0
lh_G_cingul.Post.dorsal_meancurv_D,0,0.0
lh_G_cingul.Post.ventral_meancurv_D,0,0.0
lh_G_cuneus_meancurv_D,0,0.0
lh_G_front_inf.Opercular_meancurv_D,0,0.0
lh_G_front_inf.Orbital_meancurv_D,0,0.0
lh_G_front_inf.Triangul_meancurv_D,0,0.0
lh_G_front_middle_meancurv_D,0,0.0
lh_G_front_sup_meancurv_D,0,0.0
lh_G_Ins_lg_and_S_cent_ins_meancurv_D,0,0.0
lh_G_insular_short_meancurv_D,0,0.0
lh_G_occipital_middle_meancurv_D,0,0.0
lh_G_occipital_sup_meancurv_D,0,0.0
lh_G_oc.temp_lat.fusifor_meancurv_D,0,0.0
lh_G_oc.temp_med.Lingual_meancurv_D,0,0.0
lh_G_oc.temp_med.Parahip_meancurv_D,0,0.0
lh_G_orbital_meancurv_D,0,0.0
lh_G_pariet_inf.Angular_meancurv_D,0,0.0
lh_G_pariet_inf.Supramar_meancurv_D,0,0.0
lh_G_parietal_sup_meancurv_D,0,0.0
lh_G_postcentral_meancurv_D,0,0.0
lh_G_precentral_meancurv_D,0,0.0
lh_G_precuneus_meancurv_D,0,0.0
lh_G_rectus_meancurv_D,0,0.0
lh_G_subcallosal_meancurv_D,0,0.0
lh_G_temp_sup.G_T_transv_meancurv_D,0,0.0
lh_G_temp_sup.Lateral_meancurv_D,0,0.0
lh_G_temp_sup.Plan_polar_meancurv_D,0,0.0
lh_G_temp_sup.Plan_tempo_meancurv_D,0,0.0
lh_G_temporal_inf_meancurv_D,0,0.0
lh_G_temporal_middle_meancurv_D,0,0.0
lh_Lat_Fis.ant.Horizont_meancurv_D,0,0.0
lh_Lat_Fis.ant.Vertical_meancurv_D,0,0.0
lh_Lat_Fis.post_meancurv_D,0,0.0
lh_Pole_occipital_meancurv_D,0,0.0
lh_Pole_temporal_meancurv_D,0,0.0
lh_S_calcarine_meancurv_D,0,0.0
lh_S_central_meancurv_D,0,0.0
lh_S_cingul.Marginalis_meancurv_D,0,0.0
lh_S_circular_insula_ant_meancurv_D,0,0.0
lh_S_circular_insula_inf_meancurv_D,0,0.0
lh_S_circular_insula_sup_meancurv_D,0,0.0
lh_S_collat_transv_ant_meancurv_D,0,0.0
lh_S_collat_transv_post_meancurv_D,0,0.0
lh_S_front_inf_meancurv_D,0,0.0
lh_S_front_middle_meancurv_D,0,0.0
lh_S_front_sup_meancurv_D,0,0.0
lh_S_interm_prim.Jensen_meancurv_D,0,0.0
lh_S_intrapariet_and_P_trans_meancurv_D,0,0.0
lh_S_oc_middle_and_Lunatus_meancurv_D,0,0.0
lh_S_oc_sup_and_transversal_meancurv_D,0,0.0
lh_S_occipital_ant_meancurv_D,0,0.0
lh_S_oc.temp_lat_meancurv_D,0,0.0
lh_S_oc.temp_med_and_Lingual_meancurv_D,0,0.0
lh_S_orbital_lateral_meancurv_D,0,0.0
lh_S_orbital_med.olfact_meancurv_D,0,0.0
lh_S_orbital.H_Shaped_meancurv_D,0,0.0
lh_S_parieto_occipital_meancurv_D,0,0.0
lh_S_pericallosal_meancurv_D,0,0.0
lh_S_postcentral_meancurv_D,0,0.0
lh_S_precentral.inf.part_meancurv_D,0,0.0
lh_S_precentral.sup.part_meancurv_D,0,0.0
lh_S_suborbital_meancurv_D,0,0.0
lh_S_subparietal_meancurv_D,0,0.0
lh_S_temporal_inf_meancurv_D,0,0.0
lh_S_temporal_sup_meancurv_D,0,0.0
lh_S_temporal_transverse_meancurv_D,0,0.0
lh_G_and_S_frontomargin_gauscurv_D,0,0.0
lh_G_and_S_occipital_inf_gauscurv_D,0,0.0
lh_G_and_S_paracentral_gauscurv_D,0,0.0
lh_G_and_S_subcentral_gauscurv_D,0,0.0
lh_G_and_S_transv_frontopol_gauscurv_D,0,0.0
lh_G_and_S_cingul.Ant_gauscurv_D,0,0.0
lh_G_and_S_cingul.Mid.Ant_gauscurv_D,0,0.0
lh_G_and_S_cingul.Mid.Post_gauscurv_D,0,0.0
lh_G_cingul.Post.dorsal_gauscurv_D,0,0.0
lh_G_cingul.Post.ventral_gauscurv_D,0,0.0
lh_G_cuneus_gauscurv_D,0,0.0
lh_G_front_inf.Opercular_gauscurv_D,0,0.0
lh_G_front_inf.Orbital_gauscurv_D,0,0.0
